,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
4892,311693,1863,,692,6359,503525,I2B-Water supply system,,,0.00,57256.00,57255.50,57255.50,CL_Uniform,N,0.999991,,,
4893,311694,1863,,692,6359,503526,I2B-Water supply system,,,0.00,5458.00,5458.00,5458.00,CL_Uniform,N,1,,,
4894,311695,1863,,692,6359,503527,I2B-Water supply system,,,0.00,3172.00,3172.00,3172.00,CL_Uniform,N,1,,,
4895,311696,1863,,692,6359,503528,I2B-Water supply system,,,0.00,1845.00,1845.00,1845.00,CL_Uniform,N,1,,,
4896,311697,1864,,692,6359,503529,I2B-Road work,,,0.00,102151.00,102150.50,102150.50,CL_Uniform,N,0.999995,,,
4897,311698,1864,,692,6359,503530,I2B-Road work,,,0.00,116544.00,116544.00,116544.00,CL_Uniform,N,1,,,
4898,311699,1864,,692,6359,503531,I2B-Road work,,,0.00,103939.00,103939.00,103939.00,CL_Uniform,N,1,,,
4899,311700,1864,,692,6359,503532,I2B-Road work,,,0.00,58272.00,58272.00,58272.00,CL_Uniform,N,1,,,
4900,311701,1864,,692,6359,503533,I2B-Road work,,,0.00,148204.00,148204.00,148204.00,CL_Uniform,N,1,,,
4901,311702,1864,,692,6359,503534,I2B-Road work,,,0.00,77208.00,77208.00,77208.00,CL_Uniform,N,1,,,
